entry_time,exit_time,side,entry_price,exit_price,qty,bars_held,exit_reason,pnl_ticks,gross_pnl_usd,costs_usd,net_pnl_usd
2025-06-10 17:00:00+00:00,2025-06-10 17:06:00+00:00,short,21896.75,21907.0,1,2,stop,-41.0,-205.0,4.5,-209.5
2025-06-10 17:24:00+00:00,2025-06-10 17:27:00+00:00,short,21899.5,21899.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-06-10 19:15:00+00:00,2025-06-10 19:18:00+00:00,short,21943.5,21953.75,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-06-10 19:51:00+00:00,2025-06-10 19:54:00+00:00,short,21920.5,21930.75,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-06-12 13:54:00+00:00,2025-06-12 13:57:00+00:00,short,21862.25,21862.5,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-06-13 18:54:00+00:00,2025-06-13 18:57:00+00:00,long,21663.5,21653.25,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-06-13 19:36:00+00:00,2025-06-13 19:39:00+00:00,long,21665.5,21655.25,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-06-13 19:57:00+00:00,2025-06-13 20:00:00+00:00,long,21652.5,21652.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-06-16 18:51:00+00:00,2025-06-16 18:54:00+00:00,long,21932.5,21932.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-06-16 19:21:00+00:00,2025-06-16 19:24:00+00:00,long,21952.25,21942.0,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-06-17 17:09:00+00:00,2025-06-17 17:12:00+00:00,long,21824.75,21824.5,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-06-17 18:30:00+00:00,2025-06-17 18:33:00+00:00,long,21724.25,21724.0,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-06-18 13:36:00+00:00,2025-06-18 13:39:00+00:00,long,21734.25,21734.0,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-06-25 15:24:00+00:00,2025-06-25 15:30:00+00:00,long,22467.75,22457.5,1,2,stop,-41.0,-205.0,4.5,-209.5
